"textID","sentiment","sentiment_id","penman_amr"
"7a81537034","negative","3","( m / multi-sentence :snt1  ( a / and :op1  ( c / cheat-01 :ARG0  ( c2  / company :name  ( n / name :op1 ""AT&T"" ) ) :ARG1  ( s / system ) ) :op2  ( h / have-03 :ARG0  ( i / i ) :ARG1  ( t / ticket :mod  ( b / band :name  ( n2  / name :op1 ""Green"" :op2 ""Day"" ) ) ) :time  ( n3  / now ) :polarity - ) ) :snt2  ( f / fuck-01 :ARG1  ( y / you :mod  ( c3  / company :name  ( n4  / name :op1 ""AT&T"" ) ) ) ) )"
"311d2b185b","negative","3","( m / multi-sentence :snt1  ( b / break-01 :ARG0  ( a / and :op1  ( p / person :name  ( n / name :op1 ""Tracy"" ) ) :op2  ( p2  / person :name  ( n2  / name :op1 ""Berwick"" ) ) ) :ARG1  ( h / heart :poss  ( i / i ) :ARG1-of  ( a2  / ache-01 ) ) ) :snt2  ( s / split-01 :ARG1  ( t / they ) :location  ( h2  / hallway ) ) )"
"1e46d72ec6","positive","1","( w / wish-01 :mod  ( y / yep ) :ARG0  ( i / i ) :ARG1  ( p / play-01 :ARG0  ( t / they :mod  ( a / all ) ) :ARG1  ( g / game :name  ( n / name :op1 ""dublin"" ) ) ) )"
"390f169584","neutral","2","( m / multi-sentence :snt1  ( a / and :op1  ( l / lady :domain  ( i / i ) ) :op2  ( m2  / move-01 :ARG0  ( l2  / lady ) :ARG1  ( c / couch ) :polarity - ) ) :snt2  ( d / direct-01 :ARG0 l2  :ARG1  ( t / thing :ARG2-of  ( g / go-01 :ARG1 c ) ) ) )"
"58129e4130","positive","1","( m / multi-sentence :snt1  ( y / yay :purpose  ( p / party :mod  ( b / block ) ) ) :snt2  ( b2  / bomb :domain  ( y2  / you ) ) :snt3  ( l / love-01 :ARG1  ( p2  / person :name  ( n / name :op1 ""Dave"" ) ) :ARG0  ( b3  / blockhead ) ) :snt4  ( t / thank-01 :ARG0  ( i / i ) :ARG1  ( y3  / you ) :ARG2  ( s / support-01 :ARG0 y3  :ARG1  ( b4  / band :name  ( n2  / name :op1 ""NKOTB"" ) ) ) ) )"
"e6c9e5e3ab","neutral","2","( d /  दिनांक :ARG1  ( f / february  মিসেস  ( d2  /  ডিজি :value 26 ) ) )"
"cb5e709de8","neutral","2","( m / multi-sentence :snt1  ( g / guess-01 :mode imperative :ARG0  ( y / you ) :ARG1  ( a / amr-unknown ) ) :snt2  ( a2  / adopt-01 :ARG0  ( p / person :ARG0-of  ( h / have-rel-role-91 :ARG1  ( h2  / he ) :ARG2  ( m2  / mom ) ) ) :ARG1  ( k / kitty ) :time  ( t / today ) ) :snt3  ( n / name-01 :ARG1 k :ARG2  ( p2  / person :name  ( n2  / name :op1 ""Corky"" ) ) ) )"
"a14b4ff440","positive","1","( m / multi-sentence :snt1  ( h / happy-01 :ARG1  ( p / person :name  ( n / name :op1 ""Snickers"" ) ) :ARG2  ( b / birthday ) ) :snt2  ( h2  / hope-01 :ARG0  ( i / i ) :ARG1  ( h3  / have-03 :ARG0 p :ARG1  ( d / day :ARG1-of  ( h4  / have-degree-91 :ARG2  ( g / good-02 :ARG1 d ) :ARG3  ( m2  / most ) :ARG4  ( d2  / day :ARG1-of  ( h5  / have-03 :ARG0 p :time  ( e / ever ) ) ) ) ) ) ) :snt3  ( l / let-01 :ARG1  ( g2  / go-01 :ARG1  ( w / we ) :ARG4  ( s / shop-01 :ARG0 w ) ) ) )"
"5d57a5eda2","positive","1","( m / multi-sentence :snt1  ( t / thank-01 :ARG1  ( y / you ) :ARG0  ( i / i ) ) :snt2  ( w / work-01 :ARG0 i ) )"
"1e3561e921","neutral","2","( m / multi-sentence :snt1  ( l / laugh-01 :ARG0  ( i / i ) :mod  ( l2  / loud ) ) :snt2  ( g / get-01 :ARG0 i :ARG1  ( t / temporal-quantity :quant 2.5 :unit  ( h / hour ) ) ) :snt3  ( m2  / make-01 :ARG0 i :ARG1  ( i2  / it ) :manner  ( a / and :op1  ( n / noodle :mod  ( r / ramen ) :ARG1-of  ( h2  / have-03 :polarity - :ARG0 i ) ) :op2  ( t2  / time :purpose  ( t3  / television ) :ARG1-of  ( h3  / have-03 :polarity - :ARG0 i ) ) ) ) )"
"c2ea5cb58b","negative","3","( f / feel-01 :ARG0  ( i / i ) :ARG1  ( w / well :degree  ( t / that :mod  ( a / all ) ) ) :time  ( t2  / today ) :polarity - )"
"cde0016d6d","negative","3","( m / multi-sentence :snt1  ( a / and :op1  ( h / hurt-01 :ARG1  ( e / ear :part-of  ( i / i ) ) ) :op2  ( m2  / medicine :domain  ( t / this ) :poss i ) ) :snt2  ( g / gum ) )"
"5fc411e8d1","neutral","2","( m / multi-sentence :snt1  ( l / laugh-01 :ARG0  ( i / i ) :ARG1  ( a / ass :part-of i ) ) :snt2  ( k / know-01 :ARG0 i ) )"
"5ffb19ae8f","neutral","2","( m / multi-sentence :snt1  ( e / evening :time  ( n / now ) ) :snt2  ( p / person :name  ( n2  / name :op1 ""shar"" ) ) )"
"76da985a47","negative","3","( a / and :op1  ( s / stick-out-01 :ARG1  ( w / wire :location  ( b / bra :poss  ( i / i ) ) ) ) :op2  ( p / poke-01 :ARG0 w :ARG1  ( a2  / armpit :part-of i ) ) )"
"3a98aa4762","positive","1","( h / holiday :name  ( n / name :op1 ""Mothers"" :op2 ""Day"" ) :ARG1-of  ( h2  / happy-01 ) )"
"886545bbab","neutral","2","( i / i :mod  ( y / yes ) )"
"2afe118dc3","neutral","2","( m / multi-sentence :snt1  ( c / call-01 :ARG0  ( i / i ) :ARG1  ( p / person :name  ( n / name :op1 ""Mitch"" ) ) :ARG1-of  ( p2  / possible-01 :polarity - ) ) :snt2  ( b / be-located-at-91 :ARG1 i :ARG2  ( c2  / country :name  ( n2  / name :op1 ""sweden"" ) ) ) )"
"704c53f4cf","positive","1","( m / multi-sentence :snt1  ( h / happy-01 :ARG2  ( e / event :name  ( n / name :op1 ""star"" :op2 ""wars"" :op3 ""day"" ) ) ) :snt2  ( s / string-entity :value ""may the fourth be with you"" ) )"
"71fa60d9ff","neutral","2","( a / and :op1  ( e / excite-01 :ARG0  ( e2  / eat-01 :ARG1  ( f / food :name  ( n / name :op1 ""watermelon"" ) :ARG1-of  ( b / buy-01 :ARG0  ( i / i ) :time  ( d / day :mod  ( o / other ) ) ) ) ) :degree  ( s / so ) ) :op2  ( a2  / and :op1  ( t / terrible-01 :ARG1 f ) :op2  ( s2  / sweet-02 :ARG1 f :polarity - ) ) )"
"c238c4dbb7","negative","3","( a / and :op1  ( w / watch-01 :ARG0  ( i / i ) :ARG1  ( m / movie :name  ( n / name :op1 ""Marley"" :op2 ""&"" :op3 ""Me"" ) ) :mod  ( j / just ) ) :op2  ( c / cry-01 :ARG0 i :ARG1-of  ( h / hard-02 :degree  ( s / so ) ) ) )"
"dc73e85417","neutral","2","( t / take-01 :mode imperative :ARG0  ( y / you ) :ARG1  ( a / antibacterial ) :ARG4  ( s / school ) :purpose  ( c / clean-01 :ARG0 y :ARG1  ( h / hand :part-of y ) :time  ( p / possible-01 :ARG1  ( g / go-01 :ARG1 y :ARG4  ( l / loo ) ) :polarity - ) ) )"
"af63915fa9","neutral","2","( m / multi-sentence :snt1  ( l / leave-02 :ARG0  ( i / i ) :ARG1  ( w / work-01 :ARG0 i ) :time  ( n / now ) ) :snt2  ( t / try-01 :ARG0 i :ARG1  ( d / decide-01 :ARG0 i :ARG1  ( o / or :op1  ( r / return-01 :ARG1 i :time  ( a / afternoon :mod  ( d2  / day :mod  ( s / sunday ) ) ) ) :op2  ( r2  / return-01 :ARG1 i :time  ( d3  /  दिनांक :ARG1-of  ( r3  / resemble-01 :ARG2  ( d4  /  दिनांक :ARG1-of  ( r4  / resemble-01 :ARG2  ( d5  /  दिनांक :ARG1-of  ( r5  / resemble-01 :ARG2  ( d6  /  दिनांक :ARG1-of  ( r6  / resemble-01 :ARG2  ( d7  /  दिनांक :ARG1-of  ( r7  / resemble-01 :ARG2  ( d8  /  दिनांक :ARG1-of  ( r8  / resemble-01 :ARG2  ( d9  /"
"eb2fc4d281","positive","1","( m / multi-sentence :snt1  ( g / get-01 :ARG0  ( i / i ) :ARG1  ( o / out-03 :ARG1 i :ARG2  ( c / class ) ) :time  ( d /  दिनांक :ARG1 10:50 ) ) :snt2  ( h / hope-01 :ARG0 i :ARG1  ( m2  / make-01 :ARG0 i :ARG1  ( i2  / it ) ) ) :discourse-marker ""haaaw"" :discourse-marker ""well"" )"
"f9382a1f7b","neutral","2","( m / multi-sentence :snt1  ( s / sunshine :mod  ( o / oh :mode expressive ) ) :snt2  ( s2  / sunshine :mod  ( p / patch ) ) :snt3  ( a / and :op1  ( g / go-01 :ARG1 s2  :time  ( l / leave-02 :ARG0  ( i / i ) :ARG1  ( w / work-01 :ARG0 i ) ) ) :op2  ( r / replace-01 :ARG1 s2  :ARG2  ( r2  / rain-01 ) ) ) )"
"54670ca807","neutral","2","( c / contrast-01 :ARG1  ( c2  / call-02 :ARG0  ( i / i ) :ARG1  ( p / person :name  ( n / name :op1 ""billie"" ) )  useRouter  ( p2  / product :name  ( n2  / name :op1 ""skype"" ) ) ) :ARG2  ( w / work-01 :ARG1  ( w2  / webcam :poss i ) :polarity - ) )"
"3ab338c459","positive","1","( m / multi-sentence :snt1  ( a / and :op1  ( h / have-03 :ARG0  ( i / i ) :ARG1  ( t / time :purpose  ( s / study-01 ) :ARG1-of  ( g / great-01 ) ) :mod  ( j / just ) ) :op2  ( f / follow-01 :ARG1  ( m2  / meal :mod  ( d / delicious ) :mod  ( c / country :name  ( n / name :op1 ""Japan"" ) ) ) :ARG2 t ) :op3  ( a2  / accompany-01 :ARG0  ( p / person :name  ( n2  / name :op1 ""Arty"" ) ) :ARG1 i ) ) :snt2  ( t2  / try-01 :ARG0 i :ARG1  ( g2  / get-back-06 :ARG1 i :ARG2  ( m3  / mood :purpose  ( s2  / study-01 ) ) ) :time  ( n3  / now ) ) )"
"c7c7f7f025","negative","3","( p / prohibit-01 :ARG0  ( h / have-03 :ARG1  ( c / car ) :polarity - ) :ARG1  ( f / find-01 :ARG1  ( j / job ) ) )"
"1256e6a4d2","neutral","2","( s / seem-01 :ARG1  ( s2  / set-up-01 :ARG0  ( p / person :quant  ( l / lot ) ) :ARG1  ( a / account ) ) :ARG1-of  ( c / cause-01 :ARG0  ( g / get-01 :ARG0  ( i / i ) :ARG1  ( p2  / product :name  ( n / name :op1 ""twitter"" ) ) :time  ( b / before :op1  ( n2  / now ) :quant  ( w / while :mod  ( l2  / little ) ) ) ) ) )"
"990cdeae87","positive","1","( w / want-01 :ARG0  ( i / i ) :ARG1  ( s / see-01 :ARG0 i :ARG1  ( p / person :name  ( n / name :op1 ""david"" :op2 ""cook"" ) ) ) )"
"9a55d83c79","neutral","2","( i / i :mod  ( y / yes ) :ord  ( o / ordinal-entity :value 2 ) )"
"c8307a482d","neutral","2","( c / contrast-01 :ARG1  ( l / learn-01 :ARG0  ( s / she ) :ARG1  ( p / plan-01 :ARG0 s :ARG1  ( g / go-01 :ARG1 s :ARG4  ( t / town ) :manner  ( w / way :mod  ( s2  / scenic ) ) ) ) ) :ARG2  ( h / herd-01 :ARG1 s :manner  ( s3  / somehow ) :ARG4  ( t2  / there ) ) :polarity  ( a / amr-unknown ) )"
"0a21b662a4","neutral","2","( c / contrast-01 :ARG1  ( w / want-01 :ARG0  ( i / i ) :ARG1  ( d / do-02 :ARG0 i :ARG1  ( a / anything :ARG1-of  ( s / specific-02 ) ) ) :polarity - ) :ARG2  ( w2  / want-01 :ARG0 i :ARG1  ( s2  / see-01 :ARG0 i :ARG1  ( a2  / and :op1  ( y / you ) :op2  ( p / puppy ) ) ) :mod  ( j / just ) ) )"
"297f7d9e0f","negative","3","( m / multi-sentence :snt1  ( n / need-01 :ARG0  ( i / i ) :ARG1  ( n2  / number :mod  ( c / cell ) :poss  ( h / he ) ) :mod  ( y / yeah ) ) :snt2  ( a / and :op1  ( t / try-01 :ARG0 i :ARG1  ( h2  / home :poss h ) :time  ( m2  / multiple :op1  ( t2  / temporal-quantity :quant 1 :unit  ( m3  / month ) ) ) ) :op2  ( h3  / have-degree-91 :ARG1 h :ARG2  ( b / busy-01 :ARG1 h ) :ARG3  ( t3  / too ) ) ) :snt3  ( m4  / miss-01 :ARG0 i :ARG1  ( p / person :name  ( n3  / name :op1 ""braddddddd"" ) ) ) )"
"68901906a4","neutral","2","( m / multi-sentence :snt1  ( p / premiere-01 :ARG1  ( t / trailer :topic  ( m2  / movie :name  ( n / name :op1 ""Toy"" :op2 ""Story"" :op3 ""3"" ) ) ) :time  ( a / accompany-01 :ARG0  ( m3  / movie :name  ( n2  / name :op1 ""Up"" ) ) ) ) :snt2  ( n3  / need-01 :ARG0  ( i / i ) :ARG1  ( c / computer :poss i ) :mod  ( a2  / again ) ) )"
"3112944847","neutral","2","( p / phone-01 :ARG1  ( i / i ) :ARG2  ( c / company :name  ( n / name :op1 ""HP"" ) ) :mod  ( u / ugh ) )"
"8f8334ffa2","neutral","2","( a / and :op2  ( m / make-01 :ARG0  ( a2  / and :op1  ( p / person :name  ( n / name :op1 ""Dan"" ) ) :op2  ( p2  / person :name  ( n2  / name :op1 ""Jenn"" ) ) ) :ARG1  ( t / thing :ARG0-of  ( b / block-01 :ARG1  ( s / sock ) ) :ARG1-of  ( m2  / make-01 :ARG2  ( w / wood :mod  ( e / exotic ) ) ) :ARG1-of  ( i / include-91 :ARG2  ( t2  / thing :ARG1-of  ( c / call-01 :ARG2  ( h / heart :mod  ( p3  / purple ) ) ) ) ) ) ) )"
"322546026e","positive","1","( e / excite-01 :ARG0  ( b / break-01 :ARG1  ( t / thing :value 200 ) ) :mod  ( y / yeah ) )"
"e6c154f9be","negative","3","( s / sad-02 :ARG1  ( i / i :polarity - ) :mod  ( h / haha ) )"
"e96d849b35","positive","1","( m / multi-sentence :snt1  ( h / have-03 :ARG0  ( i / i ) :ARG1  ( t / that ) :purpose  ( p / party :mod  ( s / sport :name  ( n / name :op1 ""Champions"" :op2 ""League"" ) ) :poss i ) :time  ( a / always ) ) :snt2  ( a2  / awesome-01 :ARG1  ( t2  / this ) ) )"
"124e30d941","positive","1","( m / multi-sentence :snt1  ( a / all :polarity - :discourse-marker ""well"" ) :snt2  ( a2  / and :op1  ( s / stay-01 :ARG1  ( y / you ) :ARG2  ( a3  / away :op1  ( k / kind :mod  ( t / that ) ) ) :mode ""imperative"" :mod  ( j / just ) ) :op2  ( s2  / surround-01 :mode ""imperative"" :ARG1 y :ARG2  ( p / person :ARG0-of  ( s3  / stay-01 :ARG2  ( a4  / away :op1 k ) ) ) ) ) :snt3  ( s4  / say-01 :ARG0  ( i / i ) :ARG1  ( h / holiday :name  ( n / name :op1 ""mothers"" :op2 ""day"" ) :ARG1-of  ( h2  / happy-01 ) ) :ARG2  ( p2  / person :name  ( n2  / name :op1 ""treiz"" ) :ARG0-of  ( h3  / have-rel-role-91 :ARG1 i :ARG2  ( m2  / mother ) ) ) ) )"
"fbb5742bbb","neutral","2","( m / multi-sentence :snt1  ( s / say-01 :ARG0  ( p / person :name  ( n / name :op1 ""Adel"" ) ) :ARG1  ( r / reply-01 :ARG0  ( t / they ) :time  ( y / yet ) :polarity - ) ) :snt2  ( w / wait-01 :ARG1  ( y2  / you ) :ARG1-of  ( c / cause-01 :ARG0  ( c2  / confirm-01 :ARG0 t ) ) ) :snt3  ( h / have-condition-91 :ARG2  ( p2  / possible-01 :ARG1  ( t2  / translate-01 :ARG0  ( s2  / somebody ) :ARG1  ( i / it ) :time  ( a / already ) ) ) ) )"
"e90acf3c42","negative","3","( m / multi-sentence :snt1  ( r / rough-02 :ARG1  ( t / that ) ) :snt2  ( c / contrast-01 :ARG1  ( s / surgery-01 :ARG1  ( p / person :ARG0-of  ( h / have-rel-role-91 :ARG1  ( i / i ) :ARG2  ( h2  / husband ) ) ) :location  ( k / knee ) ) :ARG2  ( h3  / help-01 :ARG0 s :ARG1 p :time  ( e / end-01 ) ) ) :snt3  ( t2  / tell-01 :mode imperative :ARG0  ( y / you ) :ARG1  ( t3  / thing :ARG2-of  ( r2  / result-01 ) ) :ARG2  ( w / we ) ) :snt4  ( p2  / pray-01 :ARG0 w :ARG1 p ) )"
"0b0944285d","neutral","2","( m / multi-sentence :snt1  ( p / possible-01 :ARG1  ( o / obligate-01 :ARG1  ( i / i ) :ARG2  ( g / go-01 :ARG1 i :direction  ( b / back ) :time  ( e / early :degree  ( m2  / more :degree  ( m3  / much ) ) :ARG1-of  ( e2  / expect-01 ) ) ) ) ) :snt2  ( b2  / bye ) :snt3  ( c / country-region :name  ( n / name :op1 ""bay"" :op2 ""area"" ) ) )"
"a11da2d3bf","positive","1","( a / and :op1  ( p / play-01 :ARG0  ( i / i ) :ARG1  ( g / game :name  ( n / name :op1 ""City"" :op2 ""of"" :op3 ""Villains"" ) ) ) :op2  ( w / wish-01 :ARG0 i :ARG1  ( p2  / play-01 :ARG0  ( p3  / person :ARG0-of  ( h / have-rel-role-91 :ARG1 i :ARG2  ( b / buddy ) ) ) :ARG2 i ) ) )"
"161bfc7c8a","positive","1","( t / thing :quant 3 :discourse-marker ""yep"" :domain  ( a / and :op1  ( h / haircut :ARG1-of  ( g / good-02 ) ) :op2  ( c / capable-01 :ARG2  ( l / listen-01 ) ) :op3  ( v / value-01 :ARG1  ( t2  / take-01 :ARG1  ( y / you ) :ARG2  ( s / serious-01 :degree  ( t3  / too ) ) :polarity - ) ) ) )"
"4a65010643","neutral","2","( h / hack-01 :ARG0  ( p / person :name  ( n / name :op1 ""riley"" ) ) :ARG1  ( p2  / publication :name  ( n2  / name :op1 ""twitter"" ) :poss  ( i / i ) ) :mod  ( h2  / haha ) )"
"1b460c82f0","neutral","2","( m / multi-sentence :snt1  ( f / face :mod  ( b / big ) :ARG1-of  ( s / sad-02 ) ) :snt2  ( w / work-01 :ARG1  ( c / company :name  ( n / name :op1 ""Bing"" ) ) :location  ( p / product :name  ( n2  / name :op1 ""iPhone"" ) ) :polarity - ) :snt3  ( t / take-01 :ARG0  ( i / it ) :ARG1  ( y / you ) :ARG2  ( c2  / company :name  ( n3  / name :op1 ""Mobile"" :op2 ""Live"" :op3 ""Search"" ) :ARG1-of  ( r / regular-02 ) ) :mod  ( j / just ) ) )"
"43e91a5488","positive","1","( m / multi-sentence :snt1  ( l / like-01 :ARG0  ( i / i ) :ARG1  ( i2  / it ) ) :snt2  ( r / record-01 :ARG0  ( y / you ) :ARG1  ( i3  / it ) :polarity  ( a / amr-unknown ) ) :snt3  ( h / have-03 :ARG0 y :ARG1  ( v / voice :ARG0-of  ( s / soothe-01 :degree  ( v2  / very ) ) ) :condition  ( s2  / so ) ) )"
"410dd99aa3","neutral","2","( c / contrast-01 :ARG1  ( s / sad-02 :ARG0  ( e / end-01 :ARG1  ( s2  / school ) ) :ARG1  ( i / i ) :degree  ( s3  / so ) ) :ARG2  ( p / possible-01 :ARG1  ( h / have-degree-91 :ARG1  ( h2  / high-school ) :ARG2  ( g / good-02 :ARG1 h2  ) :ARG3  ( m / more ) ) ) )"
"b3eadfc565","positive","1","( a / and :op1  ( t / think-01 :ARG0  ( f / folk ) :ARG1  ( h / hilarious :domain  ( i / it ) ) :time  ( t2  / tell-01 :ARG0  ( i2  / i ) :ARG1  ( s / story ) :ARG2 f ) ) :op2  ( s2  / see-01 :ARG0 f :ARG1  ( s3  / shirt :ARG1-of  ( w / wear-01 :ARG0 i2  :time  ( d / date-entity :dayperiod  ( n / night ) :mod  ( t3  / today ) ) ) ) :time  ( t4  / then ) ) :op3  ( l / laugh-01 :time  ( d2  / day :mod  ( a2  / all ) ) ) )"
"480894125b","positive","1","( h / have-degree-91 :ARG1  ( y / you ) :ARG2  ( g / good-02 :ARG1 y ) :ARG3  ( m / most :mod  ( a / absolute ) ) )"
"001617fca4","neutral","2","( m / multi-sentence :snt1  ( o / oh-my-god :mode expressive ) :snt2  ( c / cry-01 :ARG0  ( i / i ) :ARG1-of  ( h / have-quant-91 :ARG2  ( m2  / much ) :ARG3  ( s / so ) ) ) :snt3  ( w / watch-01 :mode imperative :ARG0  ( y / you ) :ARG1  ( g / guy :mod  ( t / this ) :location  ( b / broadcast-program :name  ( n / name :op1 ""BGT"" ) ) ) ) )"
"52f2f23473","neutral","2","( s / start-01 :ARG1  ( s2  / show-01 :ARG0  ( e / exercise-01 :ARG0  ( i / i ) :ARG1-of  ( n / near-02 :ARG2  ( r / rate-entity-91 :ARG3  ( t / temporal-quantity :quant 1 :unit  ( d / day ) ) ) ) ) :ARG1  ( t2  / thing :ARG1-of  ( r2  / result-01 ) ) ) )"
"e7e27b0c91","positive","1","( w / welcome-01 :ARG1  ( y / you ) )"
"834dc73c0c","neutral","2","( a / and :op1  ( h / hit-01 :ARG0  ( i / i ) :ARG1  ( p / person :name  ( n / name :op1 ""pmark"" ) ) :time  ( s / soon ) ) :op2  ( m / make-01 :ARG0 i :ARG1  ( m2  / meal :ARG1-of  ( i2  / include-91 :ARG2  ( m3  / meal :mod  ( f / final ) :poss i ) ) ) :ARG3  ( p2  / person :ARG0-of  ( h2  / have-rel-role-91 :ARG1 i :ARG2  ( h3  / housemate ) ) ) ) )"
"aeb0e9d730","neutral","2","( a / and :op1  ( g / go-01 :ARG1  ( y / you ) :ARG4  ( h / home ) ) :op2  ( o / obligate-01 :ARG1  ( i / i ) :ARG2  ( g2  / go-01 :ARG1 i :ARG4  ( w / work-01 :ARG0 i ) ) ) )"
"c672c9da1d","neutral","2","( v / vote-01 :location  ( p / publication :name  ( n / name :op1 ""CMT.com"" ) ) )"
"cbee1946d3","positive","1","( a / and :op1  ( c / come-01 :ARG1  ( i / i ) :ARG3  ( h / home ) :ARG1-of  ( c2  / cause-01 :ARG0  ( p / party :ARG1-of  ( n / nice-01 ) ) ) :mod  ( j / just ) ) :op2  ( t / tire-01 :ARG1 i :time  ( y / yet ) :polarity - ) )"
"b1999f0951","negative","3","( s / sunburn-01 :ARG1  ( i / i ) :time  ( n / now ) )"
"25510fbf89","positive","1","( m / multi-sentence :snt1  ( h / have-03 :ARG0  ( i / i ) :ARG1  ( j / job ) ) :snt2  ( d / day :ARG1-of  ( n / nice-01 ) :domain  ( t / this ) ) :snt3  ( h2  / have-degree-91 :ARG1  ( i2  / it ) :ARG2  ( g / good-02 :ARG1 i2  ) :ARG3  ( m2  / more ) :ARG1-of  ( p / possible-01 :polarity - ) ) )"
"bcb9426abb","positive","1","( w / wish-01 :ARG0  ( i / i ) :ARG1  ( p / possible-01 :ARG1  ( g / go-01 :ARG1 i :ARG4  ( e / event :name  ( n / name :op1 ""BEA"" ) ) :time  ( w2  / weekend :mod  ( t / this ) ) ) ) )"
"0d29624200","neutral","2","( m / multi-sentence :snt1  ( l / love-01 :ARG0  ( i / i ) :ARG1  ( p / person :name  ( n / name :op1 ""Rupert"" :op2 ""Grint"" ) ) ) :snt2  ( a / accept-01 :ARG0 i :ARG1  ( f / fancy-01 :ARG0 i :ARG1  ( b / boy ) ) ) :snt3  ( c / contrast-01 :ARG1  ( s / sure-02 :ARG0 i :ARG1  ( f2  / fancy-01 :ARG0 b :ARG1 i :ARG1-of  ( s2  / same-01 :ARG2 f ) ) ) :ARG2  ( w / worth-02 :ARG1  ( t / tell-01 :ARG0 i :ARG2 b ) :polarity - ) ) )"
"3f0f5891ab","positive","1","( l / love-01 :ARG1  ( b / book :poss  ( y / you ) ) )"
"0b34e66ea3","negative","3","( m / multi-sentence :snt1  ( a / and :op1  ( t / take-01 :ARG0  ( d / doctor :mod  ( e / eye ) :mod  ( g / guy ) :mod  ( t2  / this ) ) :ARG1  ( f / forever ) ) :op2  ( s / sit-01 :ARG1  ( i / i ) :location  ( r / room :ARG1-of  ( c / cold-01 ) ) :ARG1-of  ( a2  / alone-01 ) ) ) :snt2  ( a3  / amr-unknown ) :snt3  ( j / jerk :mod  ( t3  / this ) ) )"
"11de8c0456","negative","3","( s / slow-01 :ARG1  ( t / tweet-01 :ARG0  ( i / i ) ) :ARG1-of  ( c / cause-01 :ARG0  ( l / lose-02 :ARG0 i :ARG1  ( p / phone :poss i ) ) ) )"
"d5712716e9","positive","1","( t / thank-01 :ARG1  ( p / phone :poss  ( y / you ) ) :ARG0  ( i / i ) :mod  ( w / well ) )"
"3f90f95beb","positive","1","( m / multi-sentence :snt1  ( c / cause-01 :ARG0  ( a / amr-unknown ) :ARG1  ( p / photograph-01 :ARG0  ( t / they ) :ARG1  ( a2  / animal :ARG1-of  ( s / stuff-01 ) ) ) ) :snt2  ( f / funny-02 :ARG1  ( t2  / that ) :degree  ( p2  / pretty ) ) )"
"c108e09b19","neutral","2","( m / multi-sentence :snt1  ( a / act-01 :ARG0  ( p / product :name  ( n / name :op1 ""TweetDeck"" ) ) :ARG1  ( s / strange :degree  ( r / really ) ) ) :snt2  ( p2  / possible-01 :ARG1  ( r2  / reinstall-01 ) ) :snt3  ( u / update-02 :ARG1-of  ( h / horizon-01 ) :polarity  ( a2  / amr-unknown ) ) :snt4  ( o / or :op1  ( l / leak-01 :ARG1  ( m2  / memory :mod  ( c / company :name  ( n2  / name :op1 ""Adobe"" ) ) ) :mod  ( a3  / another ) :mod  ( j / just ) ) ) )"
"7223fdccc2","positive","1","( c / contrast-01 :ARG1  ( c2  / cost-01 :ARG1  ( t / ticket ) :ARG2  ( m / monetary-quantity :quant 91 :unit  ( d / dollar ) :mod  ( o / only ) ) ) :ARG2  ( w / want-01 :ARG0  ( i / i ) :ARG1  ( g / go-01 :ARG1 i ) :degree  ( s / so ) ) )"
"f254748cdb","positive","1","( h / holiday :name  ( n / name :op1 ""Mothers"" :op2 ""Day"" ) :ARG1-of  ( h2  / happy-01 ) )"
"256453d14f","negative","3","( m / multi-sentence :snt1  ( h / hot-05 :ARG1  ( h2  / here ) :time  ( t / today ) :mod  ( t2  / too ) ) :snt2  ( t3  / today :domain  ( d / day :mod  ( l / last ) :poss  ( p / person :name  ( n / name :op1 ""Ryan"" ) ) :mod  ( b / before :op1  ( k / kindergarten ) ) ) ) :snt3  ( p2  / possible-01 :ARG1  ( b2  / believe-01 :ARG0  ( i / i ) :ARG1  ( i2  / it ) ) :polarity - ) :snt4  ( s / stay-01 :ARG1 i :location  ( h3  / home ) :time  ( s2  / since :op1  ( h4  / have-03 :ARG0 i :ARG1 p ) ) ) )"
"8fd01857a9","neutral","2","( m / multi-sentence :snt1  ( d / dream-01 :ARG1  ( w / weekend ) ) :snt2  ( w2  / wake-01 :ARG1  ( i / i ) ) )"
"37227c0dbf","negative","3","( a / and :op1  ( f / fuck-01 :ARG1  ( i / i ) :mod  ( o / oh ) ) :op2  ( r / return-01 :ARG1 i :ARG3  ( s / supermarket :mod  ( d / doom-01 ) ) :ARG1-of  ( c / cause-01 :ARG0  ( f2  / find-01 :ARG0 i :ARG1  ( h / have-03 :ARG0 i :ARG1  ( n / nothing :ARG1-of  ( d2  / drink-01 ) ) :location  ( h2  / here ) ) ) ) :time  ( j / just ) ) )"
"20aff2fcb1","neutral","2","( c / contrast-01 :ARG1  ( y / yay ) :ARG2  ( m / miss-01 :ARG0  ( y2  / you ) :ARG1  ( t / time :purpose  ( n / nap-01 ) ) ) )"
